id,title,author,devlogs,hours,followers,url
359,LimBooth,@CaesarAR,0,0,0,https://stardance.hackclub.com/projects/359
360,Zero-Profit Auth frontend,@Joko26,0,0,0,https://stardance.hackclub.com/projects/360
361,Party Goers,@Ginobeano,3,2,0,https://stardance.hackclub.com/projects/361
362,Untitled project,@mr_aditya,0,0,0,https://stardance.hackclub.com/projects/362
363,Slipstream,@Shaven,0,0,0,https://stardance.hackclub.com/projects/363
364,Tangled Slackbot,@thirtyseven,4,7,0,https://stardance.hackclub.com/projects/364
365,Ai study coach,@krutarth_patel,0,0,0,https://stardance.hackclub.com/projects/365
366,My first slack bot!,@Felicity,0,0,0,https://stardance.hackclub.com/projects/366
367,Pixl: The Game,@ridit,0,0,0,https://stardance.hackclub.com/projects/367
368,My first slack bot!,@CaesarAR,0,0,0,https://stardance.hackclub.com/projects/368
369,Macro,@sudo,7,30,0,https://stardance.hackclub.com/projects/369
370,Untitled,@thirtyseven,0,0,0,https://stardance.hackclub.com/projects/370
371,My first slack bot!,@vortex9804,0,0,0,https://stardance.hackclub.com/projects/371
372,My first slack bot!,@Rohan,0,0,0,https://stardance.hackclub.com/projects/372
373,Delta forces  workshop,@Max,0,0,0,https://stardance.hackclub.com/projects/373
374,My first slack bot!,@abigail_L,0,0,0,https://stardance.hackclub.com/projects/374
375,shepard stone,@yatagarasu_number_17,0,0,0,https://stardance.hackclub.com/projects/375
376,Domain Info,@Sander,2,1,0,https://stardance.hackclub.com/projects/376
377,My first slack bot!,@Abeeshnan,0,0,0,https://stardance.hackclub.com/projects/377
378,Manufacturing service,@Ethan,4,4,0,https://stardance.hackclub.com/projects/378
379,Nasapedia,@Prentz,1,1,,https://stardance.hackclub.com/projects/379
380,MAX forces workshop,@MAXxi,0,0,0,https://stardance.hackclub.com/projects/380
381,Untitled,@Max,0,0,0,https://stardance.hackclub.com/projects/381
382,Frictionless,@Deni,0,0,0,https://stardance.hackclub.com/projects/382
383,My first slack bot!,@Azim,0,0,0,https://stardance.hackclub.com/projects/383
384,WarioWare Game,@ronaulisimatupang2008,0,0,0,https://stardance.hackclub.com/projects/384
385,Untitled project,@manjumusei,0,0,0,https://stardance.hackclub.com/projects/385
386,Starpointer,@slater,0,0,0,https://stardance.hackclub.com/projects/386
387,Untitled project,@sri,0,0,0,https://stardance.hackclub.com/projects/387
388,Rythmn Knight,@dsg,0,0,,https://stardance.hackclub.com/projects/388
389,My first slack bot!,@Deni,0,0,0,https://stardance.hackclub.com/projects/389
390,nudgebot,@iamaregularpersonthanks,0,0,0,https://stardance.hackclub.com/projects/390
391,Frictionless,@sophiaw,0,0,0,https://stardance.hackclub.com/projects/391
392,DWRR (Dog Waste Removal Robot),@Keysong2012,0,0,0,https://stardance.hackclub.com/projects/392
393,Frictionless,@Hazoro,0,0,0,https://stardance.hackclub.com/projects/393
394,Frictionless,@sophiaw,0,0,0,https://stardance.hackclub.com/projects/394
395,ZhiXue Lite,@Makerlife,2,4,0,https://stardance.hackclub.com/projects/395
396,Second System,@ayo,0,0,0,https://stardance.hackclub.com/projects/396
397,BEANS BEANS,@mmk21_spam_may31,0,0,0,https://stardance.hackclub.com/projects/397
398,Hello World,@a_m,0,0,0,https://stardance.hackclub.com/projects/398
399,Frictionless,@patrick,0,0,0,https://stardance.hackclub.com/projects/399
400,"Stardance! (yes, this site)",@AVD,3,7,0,https://stardance.hackclub.com/projects/400
401,Untitled project,@saiph,0,0,0,https://stardance.hackclub.com/projects/401
402,FFT,@george_pont,0,0,0,https://stardance.hackclub.com/projects/402
403,Robot Arm,@Daehyun,0,0,0,https://stardance.hackclub.com/projects/403
404,Starship,@strawbeet,0,0,0,https://stardance.hackclub.com/projects/404
405,Derivative Calculator,@R10,0,0,0,https://stardance.hackclub.com/projects/405
406,MemeBoard,@tonymac129,12,20,,https://stardance.hackclub.com/projects/406
407,Frictionless,@evanxdsouza,0,0,0,https://stardance.hackclub.com/projects/407
408,Untitled project,@Bro,0,0,0,https://stardance.hackclub.com/projects/408
409,Personal Website (brian.re),@brian,10,22,,https://stardance.hackclub.com/projects/409
410,Untitled,@imu,0,0,0,https://stardance.hackclub.com/projects/410
411,Untitled,@imu,0,0,0,https://stardance.hackclub.com/projects/411
412,Stardance,@tongyu,2,16,,https://stardance.hackclub.com/projects/412
